epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,train/sem_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,val/sem_loss,lr/pg0,lr/pg1,lr/pg2
119,289390,0.87272,1.32336,0.54356,0.00719,0.25927,0.95954,0.8773,0.94797,0.74314,0.95261,0.87117,0.94222,0.72873,0.97076,1.6753,0.50602,0.00942,0,0.00038318,0.00038318,0.00038318
120,291666,0.884,1.36437,0.56596,0.00731,0.27657,0.95318,0.87607,0.93636,0.73405,0.95318,0.87607,0.93482,0.72378,0.96112,1.60265,0.55676,0.00948,0,0.00038219,0.00038219,0.00038219
121,293948,0.90895,1.32666,0.55129,0.00743,0.26673,0.94736,0.88344,0.94778,0.7196,0.95548,0.86901,0.93983,0.71586,0.99562,1.64433,0.53403,0.00967,0,0.0003812,0.0003812,0.0003812
122,296268,0.8755,1.33186,0.56106,0.00706,0.26431,0.95564,0.86994,0.9433,0.7377,0.95025,0.86503,0.93717,0.71921,0.94096,1.64254,0.52704,0.00911,0,0.00038021,0.00038021,0.00038021
123,298609,0.87306,1.31888,0.56664,0.00705,0.27484,0.96325,0.8908,0.95603,0.74698,0.9589,0.88712,0.94988,0.72579,0.94054,1.64437,0.4795,0.0091,0,0.00037922,0.00037922,0.00037922
124,300943,0.85956,1.31704,0.55079,0.00694,0.2664,0.95705,0.87498,0.94679,0.73213,0.95571,0.87382,0.94102,0.717,0.94773,1.65062,0.49596,0.00921,0,0.00037823,0.00037823,0.00037823
125,303241,0.88205,1.36915,0.56061,0.00722,0.27364,0.96123,0.85644,0.923,0.72915,0.96123,0.85644,0.92099,0.71911,0.95421,1.63735,0.6461,0.00934,0,0.00037724,0.00037724,0.00037724
126,305512,0.87008,1.32317,0.53772,0.00695,0.26434,0.94504,0.86499,0.93854,0.72367,0.95087,0.84785,0.93172,0.71319,0.973,1.73115,0.56468,0.00953,0,0.00037625,0.00037625,0.00037625
127,307795,0.89954,1.32261,0.56822,0.00734,0.26437,0.96705,0.88466,0.95231,0.73878,0.96505,0.88082,0.94628,0.72498,0.95198,1.62027,0.50717,0.00918,0,0.00037526,0.00037526,0.00037526
128,310122,0.8846,1.3235,0.55676,0.00719,0.26308,0.95209,0.86994,0.94718,0.73848,0.94771,0.86735,0.94255,0.72423,0.95046,1.65851,0.50375,0.00939,0,0.00037427,0.00037427,0.00037427
129,312455,0.87781,1.2844,0.532,0.00693,0.25333,0.95358,0.89325,0.95016,0.74576,0.94965,0.88957,0.94837,0.73137,0.94454,1.63475,0.51522,0.0093,0,0.00037328,0.00037328,0.00037328
130,314807,0.85711,1.27577,0.51104,0.0071,0.2618,0.96857,0.86626,0.92957,0.72691,0.97462,0.86748,0.92666,0.72097,0.97101,1.64583,0.55994,0.00966,0,0.00037229,0.00037229,0.00037229
131,317230,0.91239,1.3069,0.55403,0.0074,0.26694,0.95921,0.84172,0.91908,0.70761,0.9524,0.83466,0.91217,0.69061,0.97087,1.67807,0.57848,0.00954,0,0.0003713,0.0003713,0.0003713
132,319795,0.91011,1.30689,0.58601,0.00745,0.27737,0.94984,0.85963,0.91469,0.70325,0.94964,0.85617,0.91254,0.69687,1.0045,1.70143,0.5764,0.01014,0,0.00037031,0.00037031,0.00037031
133,322474,0.86875,1.29634,0.55523,0.00716,0.26625,0.95669,0.89431,0.94662,0.74892,0.9514,0.8908,0.94335,0.73423,0.93178,1.6219,0.51462,0.00916,0,0.00036932,0.00036932,0.00036932
134,325258,0.85209,1.28491,0.54959,0.00688,0.27524,0.96977,0.82661,0.91516,0.71871,0.96978,0.82699,0.91442,0.70147,0.98542,1.76139,0.79276,0.0098,0,0.00036833,0.00036833,0.00036833
135,328040,0.8505,1.27897,0.53532,0.00702,0.25734,0.9702,0.87889,0.94201,0.73435,0.96984,0.8773,0.93967,0.72155,0.97197,1.70171,0.54496,0.0096,0,0.00036734,0.00036734,0.00036734
136,330820,0.85021,1.25162,0.54121,0.0068,0.25437,0.93729,0.84294,0.91,0.70744,0.95696,0.82822,0.90669,0.69886,0.97925,1.71501,0.69454,0.00955,0,0.00036635,0.00036635,0.00036635
137,333605,0.85834,1.2463,0.52059,0.00677,0.27151,0.94479,0.88712,0.93663,0.73107,0.94218,0.88466,0.93554,0.72782,0.97202,1.64907,0.55584,0.0096,0,0.00036536,0.00036536,0.00036536
138,336404,0.83206,1.25455,0.50357,0.00651,0.23993,0.958,0.89568,0.95826,0.74296,0.95538,0.89322,0.94908,0.72986,0.93864,1.67184,0.48491,0.00909,0,0.00036437,0.00036437,0.00036437
139,338826,0.85291,1.27694,0.55248,0.00693,0.27008,0.91762,0.89693,0.93866,0.7337,0.9476,0.86536,0.932,0.71919,0.9603,1.67173,0.57323,0.0094,0,0.00036338,0.00036338,0.00036338
140,341237,0.84308,1.25743,0.52031,0.00665,0.24507,0.95014,0.91189,0.96046,0.75049,0.95252,0.90675,0.95719,0.73032,0.94416,1.71084,0.43579,0.00924,0,0.00036239,0.00036239,0.00036239
141,343806,0.85855,1.28954,0.52122,0.0068,0.2498,0.95703,0.90177,0.95731,0.74557,0.96042,0.89329,0.95024,0.72925,0.94729,1.60703,0.47305,0.00924,0,0.0003614,0.0003614,0.0003614
142,346568,0.87351,1.30164,0.52711,0.00688,0.23993,0.96939,0.86503,0.93669,0.73888,0.97077,0.86626,0.93761,0.72341,0.94238,1.62214,0.58446,0.00927,0,0.00036041,0.00036041,0.00036041
143,349359,0.83931,1.26721,0.49487,0.00663,0.22808,0.97041,0.91288,0.97222,0.7614,0.96865,0.90973,0.96817,0.74419,0.91022,1.66832,0.39762,0.00876,0,0.00035942,0.00035942,0.00035942
144,352064,0.84723,1.22673,0.50227,0.00696,0.24046,0.94254,0.88344,0.93458,0.73117,0.9421,0.88221,0.92991,0.71847,0.95551,1.62057,0.53838,0.00922,0,0.00035843,0.00035843,0.00035843
145,354347,0.83281,1.22602,0.48114,0.00651,0.23189,0.96541,0.89044,0.95173,0.74629,0.96418,0.89185,0.95085,0.72908,0.9504,1.68261,0.44867,0.00946,0,0.00035744,0.00035744,0.00035744
146,356587,0.84962,1.25229,0.49493,0.00684,0.24616,0.95756,0.90184,0.95814,0.74895,0.95415,0.89816,0.95462,0.73792,0.94769,1.60587,0.47764,0.00923,0,0.00035645,0.00035645,0.00035645
147,358816,0.83517,1.23234,0.4999,0.00664,0.24739,0.96486,0.88834,0.9533,0.74381,0.95198,0.90003,0.95614,0.72921,0.94551,1.66549,0.46551,0.00913,0,0.00035546,0.00035546,0.00035546
148,361054,0.83216,1.23366,0.52116,0.00684,0.24814,0.96773,0.90675,0.96086,0.75008,0.95877,0.91299,0.96042,0.73856,0.94067,1.66033,0.44683,0.00903,0,0.00035447,0.00035447,0.00035447
149,363296,0.83854,1.25628,0.51783,0.00666,0.25683,0.95377,0.88957,0.94707,0.73228,0.95384,0.88748,0.94565,0.72292,0.97174,1.65779,0.48074,0.00956,0,0.00035348,0.00035348,0.00035348
150,365537,0.83953,1.25197,0.51203,0.00689,0.2525,0.95047,0.89483,0.94476,0.73493,0.95712,0.87853,0.94508,0.72456,0.95582,1.62268,0.50292,0.00933,0,0.00035249,0.00035249,0.00035249
151,367804,0.84107,1.23383,0.51257,0.00669,0.25013,0.9414,0.91779,0.96134,0.75637,0.93762,0.91411,0.95594,0.73417,0.90192,1.60228,0.45895,0.00863,0,0.0003515,0.0003515,0.0003515
152,370040,0.82618,1.19427,0.49479,0.00685,0.23083,0.95433,0.89728,0.95617,0.74694,0.95422,0.89502,0.95039,0.73475,0.92828,1.69497,0.49581,0.00916,0,0.00035051,0.00035051,0.00035051
153,372312,0.83607,1.22224,0.51211,0.00679,0.25639,0.94195,0.89599,0.94923,0.72703,0.93955,0.90061,0.94602,0.72186,0.96262,1.61479,0.52429,0.00947,0,0.00034952,0.00034952,0.00034952
154,374595,0.84576,1.26253,0.51516,0.00676,0.23812,0.95153,0.89693,0.9527,0.74449,0.95096,0.90307,0.95338,0.73236,0.93859,1.66715,0.46318,0.00912,0,0.00034853,0.00034853,0.00034853
155,376883,0.82448,1.23158,0.47719,0.00666,0.22959,0.97906,0.88344,0.9571,0.75846,0.96952,0.89767,0.95728,0.74436,0.9342,1.57966,0.4583,0.00911,0,0.00034754,0.00034754,0.00034754
156,379158,0.81751,1.19473,0.46307,0.00656,0.22127,0.97055,0.88958,0.95518,0.7469,0.96924,0.8891,0.95249,0.73381,0.91882,1.62811,0.48694,0.00895,0,0.00034655,0.00034655,0.00034655
157,381437,0.80941,1.19346,0.4728,0.0066,0.2259,0.95352,0.8908,0.95259,0.74166,0.96853,0.86842,0.94837,0.72425,0.94717,1.71999,0.47131,0.00933,0,0.00034556,0.00034556,0.00034556
158,383707,0.81724,1.22923,0.47855,0.00646,0.23035,0.95787,0.89276,0.95482,0.74614,0.95157,0.89693,0.95346,0.73429,0.93233,1.67713,0.47728,0.00914,0,0.00034457,0.00034457,0.00034457
159,385989,0.81572,1.18846,0.50549,0.00658,0.24907,0.96264,0.91043,0.95598,0.74587,0.95968,0.90538,0.94895,0.72369,0.93697,1.63393,0.47166,0.00924,0,0.00034358,0.00034358,0.00034358
160,388287,0.82239,1.21264,0.48357,0.00655,0.24051,0.959,0.84908,0.92659,0.72377,0.95762,0.84785,0.92724,0.7121,0.95177,1.67341,0.58548,0.00944,0,0.00034259,0.00034259,0.00034259
161,390555,0.80958,1.21182,0.47941,0.00634,0.23433,0.95503,0.88466,0.93959,0.74434,0.95105,0.88098,0.93625,0.73211,0.92876,1.7065,0.5605,0.00924,0,0.0003416,0.0003416,0.0003416
162,392817,0.80074,1.17355,0.46204,0.00632,0.20468,0.94835,0.91166,0.95767,0.75392,0.95218,0.91534,0.95593,0.73761,0.92591,1.65981,0.42171,0.00898,0,0.00034061,0.00034061,0.00034061
163,395119,0.81559,1.21028,0.47866,0.00671,0.22739,0.94385,0.90751,0.95824,0.74597,0.93021,0.89946,0.94763,0.72876,0.93342,1.62035,0.49545,0.00915,0,0.00033962,0.00033962,0.00033962
